,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,計算用ダミー,
★,-,19,2018/11/8 19:22,167-395-CAKE,11257,乗客アプリWeb（目的地から）,5430,706,8,2,,2018/11/8 19:33,2018/11/8 19:39,35.443659 139.650847,横浜マリンタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/8 19:32,2018/11/8 19:32,2018/11/8 19:42,2018/11/8 19:42,2018/11/8 19:32,2018/11/8 19:32,0:06:38,0:13:16,,01,01,,,2018/11/8 19:22,2018/11/8 19:39,43412.806944444443412.81875,#N/A,,,
-,-,19,2018/11/8 19:25,111-018-SUN,11258,乗客アプリ（目的地から）,2706,167,5,1,,2018/11/8 19:33,2018/11/8 19:39,35.450447 139.635947,みなとみらい線　馬車道駅,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/8 19:30,2018/11/8 19:30,2018/11/8 19:37,2018/11/8 19:37,,2018/11/8 19:25,0:05:44,0:05:44,,03,07,,,2018/11/8 19:25,2018/11/8 19:39,43412.809027777843412.81875,#N/A,,,
-,-,19,2018/11/8 19:26,101-828-SNOW,11259,乗客アプリ（目的地から）,3930,350,9,1,,2018/11/8 19:34,2018/11/8 19:40,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 19:32,2018/11/8 19:32,2018/11/8 19:48,2018/11/8 19:48,,2018/11/8 19:26,0:05:28,0:05:28,,02,08,,,2018/11/8 19:26,2018/11/8 19:40,43412.809722222243412.8194444444,#N/A,,,
-,-,19,2018/11/8 19:33,007-854-BLUE,11265,乗客アプリ（地図から）,5215,970,1,1,,2018/11/8 19:37,2018/11/8 19:45,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 19:35,2018/11/8 19:35,2018/11/8 19:45,2018/11/8 19:45,,2018/11/8 19:33,0:08:08,0:08:08,,01,03,,,2018/11/8 19:33,2018/11/8 19:45,43412.814583333343412.8229166667,#N/A,,,
-,-,19,2018/11/8 19:36,063-415-BANANA,11266,乗客アプリ（地図から）,5363,392,6,1,,2018/11/8 19:37,2018/11/8 19:40,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 19:37,2018/11/8 19:37,2018/11/8 19:50,2018/11/8 19:50,,2018/11/8 19:36,0:03:33,0:03:33,,00,00,,,2018/11/8 19:36,2018/11/8 19:40,43412.816666666743412.8194444444,肯定的,,,
-,-,19,2018/11/8 19:46,023-685-GREEN,11268,乗客アプリ（目的地から）,3030,693,5,1,,2018/11/8 19:51,2018/11/8 19:59,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/8 19:50,2018/11/8 19:50,2018/11/8 19:56,2018/11/8 19:56,,2018/11/8 19:46,0:07:38,0:07:38,,01,04,,,2018/11/8 19:46,2018/11/8 19:59,43412.823611111143412.8326388889,#N/A,,,
-,-,19,2018/11/8 19:50,167-395-CAKE,11270,乗客アプリWeb（地図から）,5430,972,7,2,,2018/11/8 19:59,2018/11/8 20:06,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/8 19:57,2018/11/8 19:57,2018/11/8 20:06,2018/11/8 20:06,,2018/11/8 19:50,0:07:09,0:14:18,,01,08,,,2018/11/8 19:50,2018/11/8 20:06,43412.826388888943412.8375,肯定的,,,
-,-,19,2018/11/8 19:58,114-191-SUN,11273,乗客アプリ（簡単予約）,3732,777,11,1,,2018/11/8 20:02,2018/11/8 20:08,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 20:02,2018/11/8 20:02,2018/11/8 20:19,2018/11/8 20:19,,2018/11/8 19:58,0:06:31,0:06:31,,00,04,,,2018/11/8 19:58,2018/11/8 20:08,43412.831944444443412.8388888889,#N/A,,,
-,-,19,2018/11/8 19:59,063-415-BANANA,11274,乗客アプリ（地図から）,5363,354,8,1,,2018/11/8 20:07,2018/11/8 20:10,35.456605 139.635327,横浜ベイホテル東急,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/8 20:06,2018/11/8 20:06,2018/11/8 20:11,2018/11/8 20:11,,2018/11/8 19:59,0:02:59,0:02:59,,01,08,,,2018/11/8 19:59,2018/11/8 20:10,43412.832638888943412.8402777778,肯定的,,,
-,☆,19,2018/11/8 19:00,052-320-STRAWBERRY,11240,乗客アプリ（地図から）,2535,792,2,1,2018/11/8 19:00,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443704 139.651332,ホテルメルパルク横浜,2018/11/8 19:03,,2018/11/8 19:12,,,2018/11/8 19:00,0:00:00,0:00:00,,00,03,,,2018/11/8 19:00,1900/1/0 0:00,43412.79166666670,#N/A,,,※337行と同一人物と思われるため一番短いものを採用
-,☆,19,2018/11/8 19:00,052-320-STRAWBERRY,11241,乗客アプリ（地図から）,2535,118,4,1,2018/11/8 19:00,,,35.443704 139.651332,ホテルメルパルク横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/8 19:08,,2018/11/8 19:20,,,2018/11/8 19:00,0:00:00,0:00:00,,00,,,,2018/11/8 19:00,1900/1/0 0:00,43412.79166666670,#N/A,,,※336行と同一人物と思われるため一番短いものを採用
-,☆,19,2018/11/8 19:05,167-429-CAKE,11245,乗客アプリ（目的地から）,5469,636,3,1,2018/11/8 19:17,,,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/11/8 19:07,,2018/11/8 19:18,,,2018/11/8 19:05,0:00:00,0:00:00,,00,11,,,2018/11/8 19:05,1900/1/0 0:00,43412.79513888890,#N/A,,,
-,☆,19,2018/11/8 19:12,008-104-BLUE 111-072-SUN,11248,乗客アプリ（地図から）,3378,290,6,2,2018/11/8 19:19,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/8 19:20,,2018/11/8 19:32,,,2018/11/8 19:12,0:00:00,0:00:00,,00,,,,2018/11/8 19:12,1900/1/0 0:00,43412.80,#N/A,,,※340行と同一人物と思われるため一番短いものを採用
-,☆,19,2018/11/8 19:20,008-104-BLUE,11255,乗客アプリ（地図から）,3378,384,7,1,2018/11/8 19:21,,,35.441441 139.648505,横浜中華街朱雀門,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 19:26,,2018/11/8 19:36,,,2018/11/8 19:20,0:00:00,0:00:00,,00,05,,,2018/11/8 19:20,1900/1/0 0:00,43412.80555555560,#N/A,,,※339行と同一人物と思われるため一番短いものを採用
-,☆,19,2018/11/8 19:32,111-371-SUN,11264,乗客アプリ（目的地から）,2378,113,1,1,2018/11/8 19:32,,,35.453715 139.638133,横浜ワールドポーターズ,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/8 19:39,,2018/11/8 19:48,,,2018/11/8 19:32,0:00:00,0:00:00,,00,07,,,2018/11/8 19:32,1900/1/0 0:00,43412.81388888890,#N/A,,,
-,☆,19,2018/11/8 19:39,019-431-RED,11267,乗客アプリ（地図から）,3445,774,7,1,2018/11/8 19:47,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/8 19:42,,2018/11/8 19:54,,,2018/11/8 19:39,0:00:00,0:00:00,,00,,,,2018/11/8 19:39,1900/1/0 0:00,43412.818750,#N/A,,,※同一人物と思われるため一番短いものを採用
-,☆,19,2018/11/8 19:48,019-431-RED,11269,乗客アプリ（地図から）,3445,312,1,1,2018/11/8 19:51,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/8 19:52,,2018/11/8 20:03,,,2018/11/8 19:48,0:00:00,0:00:00,,00,,,,2018/11/8 19:48,1900/1/0 0:00,43412.8250,#N/A,,,※同一人物と思われるため一番短いものを採用
-,☆,19,2018/11/8 19:54,019-431-RED,11271,乗客アプリ（地図から）,3445,775,1,1,2018/11/8 19:55,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/8 19:55,,2018/11/8 20:02,,,2018/11/8 19:54,0:00:00,0:00:00,,00,01,,,2018/11/8 19:54,1900/1/0 0:00,43412.82916666670,#N/A,,,※同一人物と思われるため一番短いものを採用
-,☆,19,2018/11/8 19:55,019-431-RED,11272,乗客アプリ（地図から）,3445,503,1,1,2018/11/8 19:55,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/8 19:59,,2018/11/8 20:11,,,2018/11/8 19:55,0:00:00,0:00:00,,00,,,,2018/11/8 19:55,1900/1/0 0:00,43412.82986111110,#N/A,,,※同一人物と思われるため一番短いものを採用
★,-,20,2018/11/8 19:30,166-645-agekke,11263,乗客アプリ（地図から）,1333,983,10,1,,2018/11/8 20:30,2018/11/8 20:41,35.441441 139.648505,横浜中華街朱雀門,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/8 20:30,2018/11/8 20:30,2018/11/8 20:46,2018/11/8 20:46,2018/11/8 20:30,2018/11/8 20:30,0:10:57,0:10:57,323,00,00,04,04,2018/11/8 19:30,2018/11/8 20:41,43412.812543412.8618055556,#N/A,,,
★,-,20,2018/11/8 19:59,004-383-BLUE,11275,まちかど端末（店舗から）,0,453,9,1,,2018/11/8 20:09,2018/11/8 20:13,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/8 20:09,2018/11/8 20:09,2018/11/8 20:17,2018/11/8 20:17,2018/11/8 20:09,2018/11/8 20:09,0:04:20,0:04:20,,00,00,,,2018/11/8 19:59,2018/11/8 20:13,43412.832638888943412.8423611111,#N/A,,,
-,-,20,2018/11/8 20:01,019-431-RED,11276,乗客アプリ（地図から）,3445,595,4,1,,2018/11/8 20:07,2018/11/8 20:13,35.450447 139.635947,みなとみらい線　馬車道駅,35.443908 139.635249,イセザキ・モール,2018/11/8 20:07,2018/11/8 20:07,2018/11/8 20:13,2018/11/8 20:13,,2018/11/8 20:01,0:06:07,0:06:07,,00,05,,,2018/11/8 20:01,2018/11/8 20:13,43412.834027777843412.8423611111,#N/A,,,
-,-,20,2018/11/8 20:06,024-931-GREEN,11277,まちかど端末（店舗から）,0,91,6,1,,2018/11/8 20:08,2018/11/8 20:12,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 20:08,2018/11/8 20:08,2018/11/8 20:17,2018/11/8 20:17,,2018/11/8 20:06,0:04:34,0:04:34,,00,01,,,2018/11/8 20:06,2018/11/8 20:12,43412.837543412.8416666667,#N/A,,,
-,-,20,2018/11/8 20:09,167-395-CAKE,11278,乗客アプリWeb（簡単予約）,5430,115,7,2,,2018/11/8 20:11,2018/11/8 20:21,35.441002 139.650809,横浜元町ショッピングストリート,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/8 20:10,2018/11/8 20:10,2018/11/8 20:25,2018/11/8 20:25,,2018/11/8 20:09,0:09:30,0:19:00,,01,02,,,2018/11/8 20:09,2018/11/8 20:21,43412.839583333343412.8479166667,#N/A,,,
-,-,20,2018/11/8 20:09,111-018-SUN,11279,乗客アプリ（目的地から）,2706,821,2,1,,2018/11/8 20:15,2018/11/8 20:42,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 20:18,2018/11/8 20:18,2018/11/8 20:34,2018/11/8 20:34,,2018/11/8 20:09,0:26:41,0:26:41,,00,06,,,2018/11/8 20:09,2018/11/8 20:42,43412.839583333343412.8625,#N/A,,,
-,-,20,2018/11/8 20:16,063-415-BANANA,11282,乗客アプリ（地図から）,5363,672,8,1,,2018/11/8 20:19,2018/11/8 20:23,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.445857 139.647636,ホテルモントレ横浜,2018/11/8 20:19,2018/11/8 20:19,2018/11/8 20:27,2018/11/8 20:27,,2018/11/8 20:16,0:04:33,0:04:33,,00,02,,,2018/11/8 20:16,2018/11/8 20:23,43412.844444444443412.8493055556,#N/A,,,
-,-,20,2018/11/8 20:16,006-868-BLUE,11283,乗客アプリ（目的地から）,2823,743,6,1,,2018/11/8 20:20,2018/11/8 20:24,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 20:21,2018/11/8 20:21,2018/11/8 20:33,2018/11/8 20:33,,2018/11/8 20:16,0:03:30,0:03:30,,00,03,,,2018/11/8 20:16,2018/11/8 20:24,43412.844444444443412.85,#N/A,,,
★,-,20,2018/11/8 20:17,166-643-agekke,11284,乗客アプリ（目的地から）,5169,946,2,1,,2018/11/8 20:22,2018/11/8 20:35,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/8 20:27,2018/11/8 20:27,2018/11/8 20:41,2018/11/8 20:41,2018/11/8 20:27,2018/11/8 20:27,0:12:52,0:12:52,,00,00,,,2018/11/8 20:17,2018/11/8 20:35,43412.845138888943412.8576388889,#N/A,,,
-,-,20,2018/11/8 20:17,019-962-RED 019-960-RED 019-961-RED,11285,乗客アプリ（目的地から）,4019,936,4,3,,2018/11/8 20:22,2018/11/8 20:26,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 20:23,2018/11/8 20:23,2018/11/8 20:35,2018/11/8 20:35,,2018/11/8 20:17,0:04:20,0:13:00,,00,04,,,2018/11/8 20:17,2018/11/8 20:26,43412.845138888943412.8513888889,#N/A,,,
-,-,20,2018/11/8 20:18,104-150-SNOW 104-151-SNOW,11286,乗客アプリ（地図から）,5488,716,9,2,,2018/11/8 20:21,2018/11/8 20:29,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/8 20:23,2018/11/8 20:23,2018/11/8 20:38,2018/11/8 20:38,,2018/11/8 20:18,0:08:36,0:17:12,,00,02,,,2018/11/8 20:18,2018/11/8 20:29,43412.845833333343412.8534722222,#N/A,,,
-,-,20,2018/11/8 20:19,102-624-SNOW 102-625-SNOW,11287,乗客アプリ（簡単予約）,4550,149,5,2,,2018/11/8 20:21,2018/11/8 20:28,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/8 20:22,2018/11/8 20:22,2018/11/8 20:32,2018/11/8 20:32,,2018/11/8 20:19,0:07:08,0:14:16,,00,02,,,2018/11/8 20:19,2018/11/8 20:28,43412.846527777843412.8527777778,#N/A,,,
-,-,20,2018/11/8 20:21,114-191-SUN,11288,乗客アプリ（簡単予約）,3732,41,7,1,,2018/11/8 20:27,2018/11/8 20:34,35.45435 139.631762,横浜ロイヤルパークホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/8 20:25,2018/11/8 20:25,2018/11/8 20:33,2018/11/8 20:33,,2018/11/8 20:21,0:07:03,0:07:03,,02,05,,,2018/11/8 20:21,2018/11/8 20:34,43412.847916666743412.8569444444,#N/A,,,
-,-,20,2018/11/8 20:22,102-442-SNOW,11289,乗客アプリ（地図から）,1482,556,1,1,,2018/11/8 20:29,2018/11/8 20:37,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/8 20:25,2018/11/8 20:25,2018/11/8 20:36,2018/11/8 20:36,,2018/11/8 20:22,0:07:55,0:07:55,,03,07,,,2018/11/8 20:22,2018/11/8 20:37,43412.848611111143412.8590277778,肯定的,,,
-,-,20,2018/11/8 20:23,019-514-RED,11290,乗客アプリ（地図から）,4795,506,11,1,,2018/11/8 20:25,2018/11/8 20:28,35.452963 139.642093,横浜赤レンガ倉庫,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/8 20:27,2018/11/8 20:27,2018/11/8 20:33,2018/11/8 20:33,,2018/11/8 20:23,0:03:19,0:03:19,,00,01,,,2018/11/8 20:23,2018/11/8 20:28,43412.849305555643412.8527777778,#N/A,,,
-,-,20,2018/11/8 20:24,018-390-RED 018-389-RED,11291,まちかど端末（店舗から）,0,611,6,2,,2018/11/8 20:32,2018/11/8 20:36,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/8 20:28,2018/11/8 20:28,2018/11/8 20:36,2018/11/8 20:36,,2018/11/8 20:24,0:04:09,0:08:18,,04,08,,,2018/11/8 20:24,2018/11/8 20:36,43412.8543412.8583333333,#N/A,,,
-,-,20,2018/11/8 20:25,019-431-RED,11292,乗客アプリ（地図から）,3445,168,8,1,,2018/11/8 20:33,2018/11/8 20:44,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/8 20:28,2018/11/8 20:28,2018/11/8 20:45,2018/11/8 20:45,,2018/11/8 20:25,0:10:57,0:10:57,,04,07,,,2018/11/8 20:25,2018/11/8 20:44,43412.850694444443412.8638888889,肯定的,,,
-,-,20,2018/11/8 20:25,026-214-GREEN 026-213-GREEN,11293,乗客アプリ（目的地から）,3867,852,9,2,,2018/11/8 20:33,2018/11/8 20:39,35.453715 139.638133,横浜ワールドポーターズ,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 20:31,2018/11/8 20:31,2018/11/8 20:43,2018/11/8 20:43,,2018/11/8 20:25,0:05:40,0:11:20,,02,08,,,2018/11/8 20:25,2018/11/8 20:39,43412.850694444443412.8604166667,#N/A,,,
-,-,20,2018/11/8 20:26,027-052-GREEN 007-563-BLUE,11294,乗客アプリ（目的地から）,1358,242,4,2,,2018/11/8 20:32,2018/11/8 20:36,35.452963 139.642093,横浜赤レンガ倉庫,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/8 20:36,2018/11/8 20:36,2018/11/8 20:44,2018/11/8 20:44,,2018/11/8 20:26,0:04:05,0:08:10,,00,05,,,2018/11/8 20:26,2018/11/8 20:36,43412.851388888943412.8583333333,#N/A,,,
-,-,20,2018/11/8 20:27,166-646-agekke,11295,乗客アプリ（目的地から）,3945,37,11,1,,2018/11/8 20:35,2018/11/8 20:40,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/8 20:40,2018/11/8 20:40,2018/11/8 20:47,2018/11/8 20:47,,2018/11/8 20:27,0:05:07,0:05:07,,00,08,,,2018/11/8 20:27,2018/11/8 20:40,43412.852083333343412.8611111111,#N/A,,,
-,-,20,2018/11/8 20:27,166-661-agekke 166-684-agekke 166-652-agekke 166-692-agekke,11296,まちかど端末（店舗から）,0,724,2,4,,2018/11/8 20:41,2018/11/8 20:50,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/8 20:44,2018/11/8 20:44,2018/11/8 20:54,2018/11/8 20:54,,2018/11/8 20:27,0:08:36,0:34:24,,00,14,,,2018/11/8 20:27,2018/11/8 20:50,43412.852083333343412.8680555556,#N/A,,,
-,-,20,2018/11/8 20:29,166-659-agekke,11297,乗客アプリ（地図から）,4734,543,5,1,,2018/11/8 20:37,2018/11/8 20:44,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/8 20:36,2018/11/8 20:36,2018/11/8 20:49,2018/11/8 20:49,,2018/11/8 20:29,0:07:29,0:07:29,,00,08,,,2018/11/8 20:29,2018/11/8 20:44,43412.853472222243412.8638888889,#N/A,,,
★,-,20,2018/11/8 20:39,018-002-RED,11298,乗客アプリ（目的地から）,5081,445,6,1,,2018/11/8 20:43,2018/11/8 20:49,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 20:48,2018/11/8 20:48,2018/11/8 20:57,2018/11/8 20:57,2018/11/8 20:48,2018/11/8 20:48,0:05:36,0:05:36,,00,00,,,2018/11/8 20:39,2018/11/8 20:49,43412.860416666743412.8673611111,#N/A,,,
-,-,20,2018/11/8 20:39,024-922-GREEN 028-055-GREEN 029-860-GREEN 024-921-GREEN 029-859-GREEN,11299,乗客アプリ（地図から）,4393,281,4,5,,2018/11/8 20:46,2018/11/8 20:57,35.443908 139.635249,イセザキ・モール,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/8 20:43,2018/11/8 20:43,2018/11/8 20:55,2018/11/8 20:55,,2018/11/8 20:39,0:10:41,0:53:25,,03,06,,,2018/11/8 20:39,2018/11/8 20:57,43412.860416666743412.8729166667,#N/A,,,
-,-,20,2018/11/8 20:41,114-085-SUN,11300,乗客アプリ（目的地から）,1747,22,9,1,,2018/11/8 20:49,2018/11/8 20:55,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 20:47,2018/11/8 20:47,2018/11/8 20:57,2018/11/8 20:57,,2018/11/8 20:41,0:05:35,0:05:35,,02,08,,,2018/11/8 20:41,2018/11/8 20:55,43412.861805555643412.8715277778,#N/A,,,
-,-,20,2018/11/8 20:43,065-328-BANANA,11302,乗客アプリ（目的地から）,4713,11,10,1,,2018/11/8 20:46,2018/11/8 20:49,35.456605 139.635327,横浜ベイホテル東急,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/8 20:49,2018/11/8 20:49,2018/11/8 20:56,2018/11/8 20:56,,2018/11/8 20:43,0:02:36,0:02:36,,00,02,,,2018/11/8 20:43,2018/11/8 20:49,43412.863194444443412.8673611111,#N/A,,,
-,-,20,2018/11/8 20:44,062-962-BANANA,11303,まちかど端末（店舗から）,0,244,1,1,,2018/11/8 20:50,2018/11/8 20:57,35.450554 139.632616,横浜桜木町ワシントンホテル,35.445857 139.647636,ホテルモントレ横浜,2018/11/8 20:50,2018/11/8 20:50,2018/11/8 20:59,2018/11/8 20:59,,2018/11/8 20:44,0:07:12,0:07:12,,00,06,,,2018/11/8 20:44,2018/11/8 20:57,43412.863888888943412.8729166667,#N/A,,,
-,-,20,2018/11/8 20:45,102-442-SNOW,11304,乗客アプリ（地図から）,1482,831,3,1,,2018/11/8 20:48,2018/11/8 20:57,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 20:47,2018/11/8 20:47,2018/11/8 20:58,2018/11/8 20:58,,2018/11/8 20:45,0:08:30,0:08:30,,01,03,,,2018/11/8 20:45,2018/11/8 20:57,43412.864583333343412.8729166667,#N/A,,,
★,☆,20,2018/11/8 19:28,167-429-CAKE,11260,乗客アプリ（目的地から）,5469,128,3,1,2018/11/8 20:35,,,35.454389 139.630904,横浜ランドマークタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/8 20:28,,2018/11/8 20:42,,2018/11/8 20:28,2018/11/8 20:28,0:00:00,0:00:00,,00,06,,,2018/11/8 19:28,1900/1/0 0:00,43412.81111111110,#N/A,,,
★,☆,20,2018/11/8 19:29,063-415-BANANA,11261,乗客アプリ（地図から）,5363,665,6,1,2018/11/8 19:35,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.445857 139.647636,ホテルモントレ横浜,2018/11/8 20:29,,2018/11/8 20:37,,2018/11/8 20:29,2018/11/8 20:29,0:00:00,0:00:00,,00,00,,,2018/11/8 19:29,1900/1/0 0:00,43412.81180555560,#N/A,,,
★,☆,20,2018/11/8 19:30,063-968-BANANA,11262,乗客アプリ（地図から）,5493,822,11,1,2018/11/8 19:30,,,35.453715 139.638133,横浜ワールドポーターズ,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/8 20:29,,2018/11/8 20:37,,2018/11/8 20:29,2018/11/8 20:29,0:00:00,0:00:00,,00,00,,,2018/11/8 19:30,1900/1/0 0:00,43412.81250,#N/A,,,
-,☆,20,2018/11/8 20:10,114-130-SUN,11280,乗客アプリ（地図から）,4777,925,8,1,2018/11/8 20:10,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/8 20:19,,2018/11/8 20:29,,,2018/11/8 20:10,0:00:00,0:00:00,,00,09,,,2018/11/8 20:10,1900/1/0 0:00,43412.84027777780,#N/A,,,
★,☆,20,2018/11/8 20:11,063-415-BANANA,11281,乗客アプリ（地図から）,5363,742,8,1,2018/11/8 20:12,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.445857 139.647636,ホテルモントレ横浜,2018/11/8 20:21,,2018/11/8 20:29,,2018/11/8 20:21,2018/11/8 20:21,0:00:00,0:00:00,,00,00,,,2018/11/8 20:11,1900/1/0 0:00,43412.84097222220,#N/A,,,
-,☆,20,2018/11/8 20:42,102-442-SNOW,11301,乗客アプリ（地図から）,1482,40,3,1,2018/11/8 20:45,,,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 20:44,,2018/11/8 20:55,,,2018/11/8 20:42,0:00:00,0:00:00,,00,02,,,2018/11/8 20:42,1900/1/0 0:00,43412.86250,#N/A,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,378,,,
