,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,,,
-,-,18,2018/11/9 18:08,063-535-BANANA,11679,乗客アプリ（地図から）,4924,796,2,1,,2018/11/9 18:11,2018/11/9 18:17,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 18:12,2018/11/9 18:12,2018/11/9 18:20,2018/11/9 18:20,,2018/11/9 18:08,0:06:13,0:06:13,,00,02,,,2018/11/9 18:08,2018/11/9 18:17,43413.755555555643413.7618055556,肯定的,,,,
-,-,18,2018/11/9 18:08,002-687-BLUE,11680,乗客アプリ（地図から）,1059,488,2,1,,2018/11/9 18:29,2018/11/9 18:50,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/11/9 18:34,2018/11/9 18:34,2018/11/9 18:48,2018/11/9 19:00,,2018/11/9 18:08,0:21:03,0:21:03,,00,20,,,2018/11/9 18:08,2018/11/9 18:50,43413.755555555643413.7847222222,#N/A,,,,
-,-,18,2018/11/9 18:09,024-942-GREEN,11681,まちかど端末（店舗から）,0,644,1,1,,2018/11/9 18:21,2018/11/9 18:28,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448676 139.635696,横浜平和プラザホテル,2018/11/9 18:23,2018/11/9 18:23,2018/11/9 18:29,2018/11/9 18:29,,2018/11/9 18:09,0:06:10,0:06:10,,00,12,,,2018/11/9 18:09,2018/11/9 18:28,43413.7562543413.7694444444,#N/A,,,,
-,-,18,2018/11/9 18:11,105-021-SNOW,11682,乗客アプリ（目的地から）,5649,660,11,1,,2018/11/9 18:41,2018/11/9 18:47,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/9 18:34,2018/11/9 18:34,2018/11/9 18:44,2018/11/9 18:44,,2018/11/9 18:11,0:06:23,0:06:23,,06,29,,,2018/11/9 18:11,2018/11/9 18:47,43413.757638888943413.7826388889,#N/A,,,,
-,-,18,2018/11/9 18:13,024-943-GREEN,11683,乗客アプリ（地図から）,1076,535,3,1,,2018/11/9 18:24,2018/11/9 18:36,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/11/9 18:28,2018/11/9 18:28,2018/11/9 18:40,2018/11/9 18:40,,2018/11/9 18:13,0:11:54,0:11:54,,00,10,,,2018/11/9 18:13,2018/11/9 18:36,43413.759027777843413.775,#N/A,,,,
-,-,18,2018/11/9 18:18,019-334-RED 020-407-GREEN 020-408-GREEN,11685,まちかど端末（乗降ポイントから）,0,682,4,3,,2018/11/9 18:32,2018/11/9 18:47,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.445857 139.647636,ホテルモントレ横浜,2018/11/9 18:33,2018/11/9 18:33,2018/11/9 18:49,2018/11/9 18:53,,2018/11/9 18:18,0:15:52,0:47:36,,00,13,,,2018/11/9 18:18,2018/11/9 18:47,43413.762543413.7826388889,#N/A,,,,
-,-,18,2018/11/9 18:22,024-944-GREEN,11686,まちかど端末（乗降ポイントから）,0,714,3,1,,2018/11/9 18:24,2018/11/9 18:39,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 18:28,2018/11/9 18:28,2018/11/9 18:46,2018/11/9 18:46,,2018/11/9 18:22,0:15:52,0:15:52,,00,02,,,2018/11/9 18:22,2018/11/9 18:39,43413.765277777843413.7770833333,#N/A,,,,
-,-,18,2018/11/9 18:22,024-945-GREEN,11687,まちかど端末（乗降ポイントから）,0,208,1,1,,2018/11/9 18:39,2018/11/9 18:45,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/9 18:40,2018/11/9 18:40,2018/11/9 18:49,2018/11/9 18:49,,2018/11/9 18:22,0:06:05,0:06:05,,00,16,,,2018/11/9 18:22,2018/11/9 18:45,43413.765277777843413.78125,#N/A,,,,
-,-,18,2018/11/9 18:23,022-158-GREEN 019-504-RED,11688,まちかど端末（店舗から）,0,809,4,2,,2018/11/9 18:41,2018/11/9 18:50,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 18:45,2018/11/9 18:45,2018/11/9 18:55,2018/11/9 18:51,,2018/11/9 18:23,0:09:15,0:18:30,,00,17,,,2018/11/9 18:23,2018/11/9 18:50,43413.765972222243413.7847222222,#N/A,,,,
-,-,18,2018/11/9 18:28,062-827-BANANA 062-826-BANANA,11690,乗客アプリ（地図から）,5641,364,2,2,,2018/11/9 18:33,2018/11/9 18:43,35.441002 139.650809,横浜元町ショッピングストリート,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/9 18:37,2018/11/9 18:37,2018/11/9 18:46,2018/11/9 18:46,,2018/11/9 18:28,0:09:14,0:18:28,,00,05,,,2018/11/9 18:28,2018/11/9 18:43,43413.769444444443413.7798611111,#N/A,,,,
-,-,18,2018/11/9 18:29,166-656-agekke,11691,乗客アプリ（地図から）,3744,468,1,1,,2018/11/9 18:45,2018/11/9 18:52,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 18:51,2018/11/9 18:51,2018/11/9 18:57,2018/11/9 18:57,,2018/11/9 18:29,0:06:22,0:06:22,,00,16,,,2018/11/9 18:29,2018/11/9 18:52,43413.770138888943413.7861111111,#N/A,,,,
★,-,18,2018/11/9 18:31,018-339-RED 018-340-RED 018-341-RED 018-338-RED,11693,まちかど端末（乗降ポイントから）,0,274,6,4,,2018/11/9 18:58,2018/11/9 19:04,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 18:58,2018/11/9 18:58,2018/11/9 19:08,2018/11/9 19:11,2018/11/9 18:40,2018/11/9 18:40,0:05:50,0:23:20,,00,18,,,2018/11/9 18:31,2018/11/9 19:04,43413.771527777843413.7944444444,#N/A,,,,
-,-,18,2018/11/9 18:35,020-141-GREEN,11694,乗客アプリ（地図から）,5429,935,5,1,,2018/11/9 18:43,2018/11/9 18:48,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 18:42,2018/11/9 18:42,2018/11/9 18:51,2018/11/9 18:51,,2018/11/9 18:35,0:05:14,0:05:14,,00,08,,,2018/11/9 18:35,2018/11/9 18:48,43413.774305555643413.7833333333,#N/A,,,,
-,-,18,2018/11/9 18:36,107-235-SNOW 107-234-SNOW,11695,まちかど端末（店舗から）,0,513,2,2,,2018/11/9 18:43,2018/11/9 18:50,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/11/9 18:44,2018/11/9 18:44,2018/11/9 19:00,2018/11/9 19:00,,2018/11/9 18:36,0:07:52,0:15:44,,00,06,,,2018/11/9 18:36,2018/11/9 18:50,43413.77543413.7847222222,#N/A,,,,
-,-,18,2018/11/9 18:38,112-718-SUN,11696,乗客アプリ（地図から）,2557,821,7,1,,2018/11/9 18:50,2018/11/9 19:00,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/11/9 18:55,2018/11/9 18:55,2018/11/9 19:07,2018/11/9 19:07,,2018/11/9 18:38,0:10:00,0:10:00,,00,12,,,2018/11/9 18:38,2018/11/9 19:00,43413.776388888943413.7916666667,#N/A,,,,
-,-,18,2018/11/9 18:44,114-191-SUN,11700,乗客アプリ（簡単予約）,3732,265,5,1,,2018/11/9 18:54,2018/11/9 19:02,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 18:55,2018/11/9 18:55,2018/11/9 19:06,2018/11/9 19:06,,2018/11/9 18:44,0:08:37,0:08:37,,00,09,,,2018/11/9 18:44,2018/11/9 19:02,43413.780555555643413.7930555556,#N/A,,,,
-,-,18,2018/11/9 18:44,024-948-GREEN 024-947-GREEN,11701,まちかど端末（乗降ポイントから）,0,501,9,2,,2018/11/9 18:53,2018/11/9 18:59,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 19:02,2018/11/9 19:02,2018/11/9 19:13,2018/11/9 19:13,,2018/11/9 18:44,0:05:41,0:11:22,,00,08,,,2018/11/9 18:44,2018/11/9 18:59,43413.780555555643413.7909722222,#N/A,,,,
-,-,18,2018/11/9 18:49,024-949-GREEN,11702,まちかど端末（店舗から）,0,744,1,1,,2018/11/9 19:04,2018/11/9 19:08,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/9 19:02,2018/11/9 19:02,2018/11/9 19:09,2018/11/9 19:09,,2018/11/9 18:49,0:03:59,0:03:59,,01,14,,,2018/11/9 18:49,2018/11/9 19:08,43413.784027777843413.7972222222,#N/A,,,,
-,-,18,2018/11/9 18:53,166-656-agekke,11703,まちかど端末（乗降ポイントから）,0,580,2,1,,2018/11/9 18:56,2018/11/9 19:03,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/9 18:58,2018/11/9 18:58,2018/11/9 19:06,2018/11/9 19:06,,2018/11/9 18:53,0:06:48,0:06:48,,00,03,,,2018/11/9 18:53,2018/11/9 19:03,43413.786805555643413.79375,#N/A,,,,
-,-,18,2018/11/9 18:55,062-984-BANANA 065-336-BANANA,11705,まちかど端末（店舗から）,0,907,4,2,,2018/11/9 19:00,2018/11/9 19:08,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 19:02,2018/11/9 19:02,2018/11/9 19:15,2018/11/9 19:15,,2018/11/9 18:55,0:07:51,0:15:42,,00,05,,,2018/11/9 18:55,2018/11/9 19:08,43413.788194444443413.7972222222,#N/A,,,,
-,-,18,2018/11/9 18:57,028-399-GREEN,11706,まちかど端末（店舗から）,0,746,2,1,,2018/11/9 19:00,2018/11/9 19:11,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 19:01,2018/11/9 19:01,2018/11/9 19:17,2018/11/9 19:17,,2018/11/9 18:57,0:11:20,0:11:20,,00,02,,,2018/11/9 18:57,2018/11/9 19:11,43413.789583333343413.7993055556,#N/A,,,,
-,☆,18,2018/11/9 18:06,062-989-BANANA,11677,まちかど端末（店舗から）,0,190,11,1,2018/11/9 18:30,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 18:25,,2018/11/9 18:33,,,2018/11/9 18:06,0:00:00,0:00:00,,00,23,,,2018/11/9 18:06,1900/1/0 0:00,43413.75416666670,#N/A,,,,
★,☆,18,2018/11/9 18:16,111-599-SUN 111-170-SUN,11684,乗客アプリ（地図から）,3931,997,4,2,2018/11/9 18:17,,,35.448676 139.635696,横浜平和プラザホテル,35.443659 139.650847,横浜マリンタワー,2018/11/9 18:26,,2018/11/9 18:35,,2018/11/9 18:26,2018/11/9 18:26,0:00:00,0:00:00,,00,00,,,2018/11/9 18:16,1900/1/0 0:00,43413.76111111110,#N/A,,,,
-,☆,18,2018/11/9 18:24,024-946-GREEN,11689,まちかど端末（店舗から）,0,805,3,1,2018/11/9 19:02,2018/11/9 18:24,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.454389 139.630904,横浜ランドマークタワー,2018/11/9 18:28,2018/11/9 18:28,2018/11/9 18:53,,,2018/11/9 18:24,,,,00,37,,,2018/11/9 18:24,1900/1/0 0:00,43413.76666666670,#N/A,,,,
-,☆,18,2018/11/9 18:30,027-302-GREEN,11692,乗客アプリ（地図から）,5366,448,3,1,2018/11/9 19:05,,,35.453715 139.638133,横浜ワールドポーターズ,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/9 18:55,,2018/11/9 19:06,,,2018/11/9 18:30,0:00:00,0:00:00,,00,34,,,2018/11/9 18:30,1900/1/0 0:00,43413.77083333330,#N/A,,,,
-,☆,18,2018/11/9 18:39,024-673-GREEN,11697,乗客アプリ（地図から）,3238,892,1,1,2018/11/9 18:39,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 18:59,,2018/11/9 19:05,,,2018/11/9 18:39,0:00:00,0:00:00,,00,20,,,2018/11/9 18:39,1900/1/0 0:00,43413.77708333330,#N/A,,,,
-,☆,18,2018/11/9 18:41,113-677-SUN,11698,まちかど端末（店舗から）,0,586,4,1,2018/11/9 18:51,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.454389 139.630904,横浜ランドマークタワー,2018/11/9 18:59,,2018/11/9 19:09,,,2018/11/9 18:41,0:00:00,0:00:00,,00,18,,,2018/11/9 18:41,1900/1/0 0:00,43413.77847222220,#N/A,,,,
-,☆,18,2018/11/9 18:44,072-472-ORANGE,11699,乗客アプリ（地図から）,3445,86,8,1,2018/11/9 18:49,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 18:50,,2018/11/9 18:56,,,2018/11/9 18:44,0:00:00,0:00:00,,00,06,,,2018/11/9 18:44,1900/1/0 0:00,43413.78055555560,#N/A,,,,
★,-,19,2018/11/9 18:54,020-406-GREEN 020-405-GREEN,11704,乗客アプリ（目的地から）,2458,91,6,2,,2018/11/9 19:07,2018/11/9 19:14,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/11/9 19:04,2018/11/9 19:04,2018/11/9 19:18,2018/11/9 19:18,2018/11/9 19:04,2018/11/9 19:04,0:06:34,0:13:08,368,03,03,03,03,2018/11/9 18:54,2018/11/9 19:14,43413.787543413.8013888889,#N/A,,,,
★,-,19,2018/11/9 19:00,111-678-SUN 111-395-SUN,11707,まちかど端末（乗降ポイントから）,0,202,8,2,,2018/11/9 19:05,2018/11/9 19:21,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/9 19:09,2018/11/9 19:09,2018/11/9 19:26,2018/11/9 19:26,2018/11/9 19:09,2018/11/9 19:09,0:16:10,0:32:20,,00,00,,,2018/11/9 19:00,2018/11/9 19:21,43413.791666666743413.80625,#N/A,,,,
-,-,19,2018/11/9 19:04,024-950-GREEN,11708,まちかど端末（乗降ポイントから）,0,579,10,1,,2018/11/9 19:11,2018/11/9 19:16,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 19:10,2018/11/9 19:10,2018/11/9 19:20,2018/11/9 19:20,,2018/11/9 19:04,0:05:11,0:05:11,,00,06,,,2018/11/9 19:04,2018/11/9 19:16,43413.794444444443413.8027777778,#N/A,,,,
-,-,19,2018/11/9 19:04,110-436-SUN,11709,乗客アプリ（目的地から）,4511,105,5,1,,2018/11/9 19:10,2018/11/9 19:21,35.456605 139.635327,横浜ベイホテル東急,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 19:09,2018/11/9 19:10,2018/11/9 19:18,2018/11/9 19:24,,2018/11/9 19:04,0:11:30,0:11:30,,00,05,,,2018/11/9 19:04,2018/11/9 19:21,43413.794444444443413.80625,#N/A,,,,
★,-,19,2018/11/9 19:05,052-382-STRAWBERRY,11710,乗客アプリ（簡単予約）,2406,900,5,1,,2018/11/9 19:15,2018/11/9 19:32,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/11/9 19:15,2018/11/9 19:15,2018/11/9 19:31,2018/11/9 19:31,2018/11/9 19:15,2018/11/9 19:15,0:16:06,0:16:06,,00,00,,,2018/11/9 19:05,2018/11/9 19:32,43413.795138888943413.8138888889,#N/A,,,,
-,-,19,2018/11/9 19:06,006-887-BLUE,11711,乗客アプリ（目的地から）,1291,532,3,1,,2018/11/9 19:09,2018/11/9 19:14,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 19:10,2018/11/9 19:10,2018/11/9 19:21,2018/11/9 19:21,,2018/11/9 19:06,0:05:20,0:05:20,,00,03,,,2018/11/9 19:06,2018/11/9 19:14,43413.795833333343413.8013888889,#N/A,,,,
-,-,19,2018/11/9 19:06,062-713-BANANA 062-712-BANANA 027-302-GREEN,11712,乗客アプリ（地図から）,5366,21,7,3,,2018/11/9 19:09,2018/11/9 19:14,35.453715 139.638133,横浜ワールドポーターズ,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/9 19:12,2018/11/9 19:12,2018/11/9 19:24,2018/11/9 19:24,,2018/11/9 19:06,0:04:49,0:14:27,,00,02,,,2018/11/9 19:06,2018/11/9 19:14,43413.795833333343413.8013888889,#N/A,,,,
-,-,19,2018/11/9 19:09,167-474-CAKE,11713,乗客アプリWeb（地図から）,1946,390,4,1,,2018/11/9 19:13,2018/11/9 19:18,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 19:12,2018/11/9 19:12,2018/11/9 19:21,2018/11/9 19:21,,2018/11/9 19:09,0:05:10,0:05:10,,01,04,,,2018/11/9 19:09,2018/11/9 19:18,43413.797916666743413.8041666667,#N/A,,,,
-,-,19,2018/11/9 19:11,105-371-SNOW,11715,まちかど端末（店舗から）,0,92,1,1,,2018/11/9 19:18,2018/11/9 19:27,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 19:18,2018/11/9 19:18,2018/11/9 19:28,2018/11/9 19:28,,2018/11/9 19:11,0:09:35,0:09:35,,00,07,,,2018/11/9 19:11,2018/11/9 19:27,43413.799305555643413.8104166667,#N/A,,,,
-,-,19,2018/11/9 19:13,062-827-BANANA 062-826-BANANA,11716,乗客アプリ（地図から）,5641,426,2,2,,2018/11/9 19:16,2018/11/9 19:22,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/9 19:16,2018/11/9 19:16,2018/11/9 19:28,2018/11/9 19:28,,2018/11/9 19:13,0:05:58,0:11:56,,00,03,,,2018/11/9 19:13,2018/11/9 19:22,43413.800694444443413.8069444444,肯定的,,,,
★,-,19,2018/11/9 19:13,166-664-agekke,11717,乗客アプリ（地図から）,1751,759,6,1,,2018/11/9 19:23,2018/11/9 19:28,35.453715 139.638133,横浜ワールドポーターズ,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/9 19:23,2018/11/9 19:23,2018/11/9 19:33,2018/11/9 19:33,2018/11/9 19:23,2018/11/9 19:23,0:05:21,0:05:21,,00,00,,,2018/11/9 19:13,2018/11/9 19:28,43413.800694444443413.8111111111,肯定的,,,,
★,-,19,2018/11/9 19:13,111-222-SUN,11718,乗客アプリ（地図から）,5659,543,9,1,,2018/11/9 19:20,2018/11/9 19:26,35.448676 139.635696,横浜平和プラザホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/9 19:23,2018/11/9 19:23,2018/11/9 19:31,2018/11/9 19:31,2018/11/9 19:23,2018/11/9 19:23,0:05:49,0:05:49,,00,00,,,2018/11/9 19:13,2018/11/9 19:26,43413.800694444443413.8097222222,肯定的,,,,
-,-,19,2018/11/9 19:16,063-570-BANANA,11719,乗客アプリ（地図から）,3713,820,7,1,,2018/11/9 19:22,2018/11/9 19:32,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.443908 139.635249,イセザキ・モール,2018/11/9 19:20,2018/11/9 19:20,2018/11/9 19:29,2018/11/9 19:29,,2018/11/9 19:16,0:09:14,0:09:14,,02,06,,,2018/11/9 19:16,2018/11/9 19:32,43413.802777777843413.8138888889,#N/A,,,,
-,-,19,2018/11/9 19:18,063-790-BANANA 064-434-BANANA,11721,まちかど端末（乗降ポイントから）,0,761,3,2,,2018/11/9 19:22,2018/11/9 19:29,35.448676 139.635696,横浜平和プラザホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 19:23,2018/11/9 19:23,2018/11/9 19:30,2018/11/9 19:30,,2018/11/9 19:18,0:06:37,0:13:14,,00,04,,,2018/11/9 19:18,2018/11/9 19:29,43413.804166666743413.8118055556,#N/A,,,,
-,-,19,2018/11/9 19:18,020-271-GREEN 020-272-GREEN,11722,乗客アプリ（地図から）,3293,34,10,2,,2018/11/9 19:20,2018/11/9 19:30,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/9 19:20,2018/11/9 19:20,2018/11/9 19:35,2018/11/9 19:35,,2018/11/9 19:18,0:09:32,0:19:04,,00,02,,,2018/11/9 19:18,2018/11/9 19:30,43413.804166666743413.8125,#N/A,,,,
-,-,19,2018/11/9 19:19,101-828-SNOW 103-773-SNOW,11723,乗客アプリ（目的地から）,3930,647,4,2,,2018/11/9 19:21,2018/11/9 19:23,35.450554 139.632616,横浜桜木町ワシントンホテル,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/9 19:21,2018/11/9 19:21,2018/11/9 19:26,2018/11/9 19:26,,2018/11/9 19:19,0:02:20,0:04:40,,00,02,,,2018/11/9 19:19,2018/11/9 19:23,43413.804861111143413.8076388889,肯定的,,,,
-,-,19,2018/11/9 19:21,062-652-BANANA 062-967-BANANA 063-010-BANANA,11724,乗客アプリ（地図から）,2097,324,11,3,,2018/11/9 19:29,2018/11/9 19:37,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 19:29,2018/11/9 19:29,2018/11/9 19:40,2018/11/9 19:40,,2018/11/9 19:21,0:07:11,0:21:33,,00,08,,,2018/11/9 19:21,2018/11/9 19:37,43413.8062543413.8173611111,#N/A,,,,
-,-,19,2018/11/9 19:31,105-405-SNOW,11725,乗客アプリ（目的地から）,3162,103,1,1,,2018/11/9 19:34,2018/11/9 19:37,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.456605 139.635327,横浜ベイホテル東急,2018/11/9 19:34,2018/11/9 19:34,2018/11/9 19:45,2018/11/9 19:45,,2018/11/9 19:31,0:02:59,0:02:59,,00,03,,,2018/11/9 19:31,2018/11/9 19:37,43413.813194444443413.8173611111,#N/A,,,,
★,-,19,2018/11/9 19:33,166-664-agekke,11726,乗客アプリ（地図から）,1751,19,3,1,,2018/11/9 19:35,2018/11/9 19:41,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.448676 139.635696,横浜平和プラザホテル,2018/11/9 19:43,2018/11/9 19:43,2018/11/9 19:50,2018/11/9 19:50,2018/11/9 19:43,2018/11/9 19:43,0:06:08,0:06:08,,00,00,,,2018/11/9 19:33,2018/11/9 19:41,43413.814583333343413.8201388889,肯定的,,,,
-,-,19,2018/11/9 19:34,018-342-RED 018-343-RED,11727,乗客アプリ（地図から）,5422,538,4,2,,2018/11/9 19:38,2018/11/9 20:00,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 19:35,2018/11/9 19:35,2018/11/9 19:50,2018/11/9 20:04,,2018/11/9 19:34,0:21:38,0:43:16,,03,04,,,2018/11/9 19:34,2018/11/9 20:00,43413.815277777843413.8333333333,肯定的,,,,
★,-,19,2018/11/9 19:38,026-202-GREEN 026-201-GREEN,11728,乗客アプリ（地図から）,3698,486,4,2,,2018/11/9 19:45,2018/11/9 19:51,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/9 19:48,2018/11/9 19:48,2018/11/9 19:57,2018/11/9 19:57,2018/11/9 19:48,2018/11/9 19:48,0:06:49,0:13:38,,00,00,,,2018/11/9 19:38,2018/11/9 19:51,43413.818055555643413.8270833333,#N/A,,,,
-,-,19,2018/11/9 19:40,007-726-BLUE,11729,乗客アプリ（地図から）,1771,630,7,1,,2018/11/9 19:43,2018/11/9 19:51,35.453715 139.638133,横浜ワールドポーターズ,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 19:42,2018/11/9 19:42,2018/11/9 19:51,2018/11/9 19:51,,2018/11/9 19:40,0:07:41,0:07:41,,01,02,,,2018/11/9 19:40,2018/11/9 19:51,43413.819444444443413.8270833333,#N/A,,,,
★,-,19,2018/11/9 19:42,111-222-SUN,11730,乗客アプリ（地図から）,5659,395,11,1,,2018/11/9 19:49,2018/11/9 19:58,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 19:51,2018/11/9 19:51,2018/11/9 20:01,2018/11/9 20:01,2018/11/9 19:51,2018/11/9 19:51,0:09:10,0:09:10,,00,00,,,2018/11/9 19:42,2018/11/9 19:58,43413.820833333343413.8319444444,肯定的,,,,
-,-,19,2018/11/9 19:42,065-337-BANANA 064-721-BANANA,11731,まちかど端末（店舗から）,0,440,2,2,,2018/11/9 19:48,2018/11/9 19:58,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 19:50,2018/11/9 19:50,2018/11/9 20:02,2018/11/9 20:02,,2018/11/9 19:42,0:09:25,0:18:50,,00,06,,,2018/11/9 19:42,2018/11/9 19:58,43413.820833333343413.8319444444,肯定的,,,,
★,-,19,2018/11/9 19:48,019-429-RED,11732,まちかど端末（店舗から）,0,570,1,1,,2018/11/9 19:58,2018/11/9 20:05,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/9 19:58,2018/11/9 19:58,2018/11/9 20:07,2018/11/9 20:07,2018/11/9 19:58,2018/11/9 19:58,0:06:53,0:06:53,,00,00,,,2018/11/9 19:48,2018/11/9 20:05,43413.82543413.8368055556,#N/A,,,,
-,-,19,2018/11/9 19:56,015-658-RED,11736,乗客アプリ（目的地から）,3073,485,5,1,,2018/11/9 19:59,2018/11/9 20:06,35.454389 139.630904,横浜ランドマークタワー,35.447541 139.644914,シルク博物館,2018/11/9 19:58,2018/11/9 19:58,2018/11/9 20:08,2018/11/9 20:08,,2018/11/9 19:56,0:06:55,0:06:55,,01,03,,,2018/11/9 19:56,2018/11/9 20:06,43413.830555555643413.8375,肯定的,,,,
-,-,19,2018/11/9 19:57,063-115-BANANA 063-120-BANANA,11737,まちかど端末（乗降ポイントから）,0,772,6,2,,2018/11/9 20:10,2018/11/9 20:17,35.45435 139.631762,横浜ロイヤルパークホテル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/9 20:00,2018/11/9 20:00,2018/11/9 20:13,2018/11/9 20:31,,2018/11/9 19:57,0:06:51,0:13:42,,09,12,,,2018/11/9 19:57,2018/11/9 20:17,43413.8312543413.8451388889,#N/A,,,,
